Id_hecho,Cantidad_victimas,Fecha,Año,Mes,Dia,Hora,Franja_horaria,Tipo_calle,Calle,Cruce,Direccion_normalizada,Comuna,Pos_x,Pos_y,Acusado,Rol,Victima,Sexo,Edad,Nro_dia_semana,Dia_semana,Fin_semana,Rango_horario
2018-0102,1,2018-09-21,2018,9,21,00:30:00,0,CALLE,FAMATINA,SI,"FAMATINA y TABORDA, DIOGENES",4,-58.41083404,-34.64640709,AUTO,CONDUCTOR,MOTO,MASCULINO,20,5,Viernes,NO,0-2.59
2018-0103,1,2018-09-27,2018,9,27,17:51:00,17,AVENIDA,CASTA?ARES AV.,SI,"CASTAÃ‘ARES AV. y BONORINO, ESTEBAN, CNEL. AV.",7,-58.44609828,-34.64446729,MOTO,PEATON,PEATON,MASCULINO,1,4,Jueves,NO,15-17.59
2018-0104,1,2018-10-01,2018,10,1,08:58:00,8,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,SI,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI y SUAREZ AV.,4,-58.37709334,-34.64035082,MOTO,CONDUCTOR,MOTO,MASCULINO,22,1,Lunes,NO,6-8.59
2018-0105,1,2018-10-03,2018,10,3,18:12:00,18,AVENIDA,NAZCA AV.,SI,NAZCA AV. y RIVADAVIA AV.,7,-58.46963952,-34.63070603,PASAJEROS,PEATON,PEATON,FEMENINO,56,3,Miércoles,NO,18-21.59
2018-0106,1,2018-10-04,2018,10,4,22:02:00,22,AVENIDA,"FIGUEROA ALCORTA, PRES. AV.",SI,"FIGUEROA ALCORTA, PRES. AV. y ECHEVERRIA",13,-58.43674281,-34.55161027,MOTO,CONDUCTOR,MOTO,MASCULINO,27,4,Jueves,NO,22-23.59
2018-0107,1,2018-10-06,2018,10,6,14:20:00,14,AVENIDA,RIVADAVIA AV.,SI,RIVADAVIA AV. y JUJUY AV.,3,-58.40596860,-34.61011987,PASAJEROS,PEATON,PEATON,FEMENINO,62,6,Sábado,SI,12-14.59
2018-0108,1,2018-10-09,2018,10,9,14:00:00,14,AVENIDA,DE LOS ITALIANOS AV.,SI,"DE LOS ITALIANOS AV. y GUEMES, MACACHA",1,-58.36154069,-34.60463618,AUTO,CONDUCTOR,MOTO,MASCULINO,37,2,Martes,NO,12-14.59
2018-0109,1,2018-10-10,2018,10,10,22:12:00,22,AVENIDA,TUCUMAN,SI,"TUCUMAN y ALEM, LEANDRO N. AV.",1,-58.37062179,-34.60066507,PASAJEROS,PEATON,PEATON,MASCULINO,34,3,Miércoles,NO,22-23.59
2018-0110,1,2018-10-13,2018,10,13,03:05:00,3,AVENIDA,CORRIENTES AV.,SI,"CORRIENTES AV. y GALLARDO, ANGEL AV.",15,-58.43220014,-34.60207186,MOTO,PEATON,PEATON,MASCULINO,60,6,Sábado,SI,3-5.59
2018-0111,1,2018-10-19,2018,10,19,12:13:00,12,AUTOPISTA,AUTOPISTA PERITO MORENO,NO,"AUTOPISTA PERITO MORENO & PERON, EVA  AV.",9,-58.46958442,-34.64949724,CARGAS,CONDUCTOR,MOTO,MASCULINO,28,5,Viernes,NO,12-14.59
2018-0112,1,2018-10-24,2018,10,24,09:18:00,9,CALLE,MU?ECAS,SI,MUÃ‘ECAS y SERRANO,15,-58.44671397,-34.59970903,CARGAS,CONDUCTOR,MOTO,FEMENINO,28,3,Miércoles,NO,9-11.59
2018-0113,1,2018-10-25,2018,10,25,11:00:00,11,CALLE,"ARTIGAS, JOSE GERVASIO, GRAL.",SI,"ARTIGAS, JOSE GERVASIO, GRAL. y TRES ARROYOS",11,-58.47152163,-34.61474911,CARGAS,CONDUCTOR,MOTO,MASCULINO,20,4,Jueves,NO,9-11.59
2018-0114,1,2018-10-30,2018,10,30,02:15:00,2,AVENIDA,SOLIS,SI,SOLIS e INDEPENDENCIA AV.,1,-58.39032921,-34.61807951,AUTO,CONDUCTOR,MOTO,MASCULINO,23,2,Martes,NO,0-2.59
2018-0115,1,2018-10-31,2018,10,31,12:30:00,12,CALLE,"BOSCH, VENTURA",SI,"BOSCH, VENTURA y PAZ, GRAL. AV.",9,-58.52887773,-34.64297861,PASAJEROS,PEATON,PEATON,MASCULINO,42,3,Miércoles,NO,12-14.59
2018-0116,1,2018-11-01,2018,11,1,10:50:00,10,GRAL PAZ,"PAZ, GRAL. AV.",NO,"PAZ, GRAL. AV. 14800",8,-58.49371157,-34.67981324,CARGAS,PEATON,PEATON,MASCULINO,48,4,Jueves,NO,9-11.59
2018-0117,1,2018-11-04,2018,11,4,08:15:00,8,AVENIDA,"PERON, EVA AV.",NO,"PERON, EVA AV. 5321",9,-58.48266599,-34.66012327,MOTO,CONDUCTOR,MOTO,MASCULINO,30,7,Domingo,SI,6-8.59
2018-0118,1,2018-11-05,2018,11,5,14:49:00,14,AVENIDA,"PERON, JUAN DOMINGO, TTE. GENERAL",SI,"PERON, JUAN DOMINGO, TTE. GENERAL y PUEYRREDON AV.",3,-58.40612253,-34.60774301,MOTO,PEATON,PEATON,FEMENINO,80,1,Lunes,NO,12-14.59
2018-0119,1,2018-11-05,2018,11,5,22:35:00,22,AVENIDA,"RABANAL, FRANCISCO, INTENDENTE AV.",SI,"RABANAL, FRANCISCO, INTENDENTE AV. y SAN PEDRITO",8,-58.43613623,-34.66292532,AUTO,PEATON,PEATON,FEMENINO,32,1,Lunes,NO,22-23.59
2018-0120,1,2018-11-09,2018,11,9,13:34:00,13,AVENIDA,MONROE,SI,MONROE y ALVAREZ THOMAS AV.,12,-58.48250732,-34.57208238,AUTO,PEATON,PEATON,FEMENINO,51,5,Viernes,NO,12-14.59
2018-0121,1,2018-11-09,2018,11,9,16:32:00,16,AVENIDA,RIVADAVIA AV.,SI,RIVADAVIA AV. y MANZONI,10,-58.49945705,-34.63743280,PASAJEROS,PEATON,PEATON,FEMENINO,72,5,Viernes,NO,15-17.59
2018-0122,1,2018-11-12,2018,11,12,01:00:00,1,AUTOPISTA,AUTOPISTA DELLEPIANE LUIS TTE. GRAL.,SI,AUTOPISTA DELLEPIANE LUIS TTE. GRAL. y LARRAZABAL,8,-58.47743966,-34.67233407,AUTO,CONDUCTOR,AUTO,MASCULINO,33,1,Lunes,NO,0-2.59
2018-0123,1,2018-11-12,2018,11,12,03:32:00,3,GRAL PAZ,"PAZ, GRAL. AV.",SI,"PAZ, GRAL. AV. y PERON, EVA AV.",9,-58.50251790,-34.67450313,AUTO,CONDUCTOR,AUTO,MASCULINO,25,1,Lunes,NO,3-5.59
2018-0124,1,2018-11-15,2018,11,15,19:40:00,19,AUTOPISTA,AUTOPISTA PERITO MORENO,NO,AUTOPISTA PERITO MORENO y RESERVISTAS ARGENTINOS,9,-58.52144411,-34.63682499,CARGAS,CONDUCTOR,CARGAS,MASCULINO,44,4,Jueves,NO,18-21.59
2018-0125,1,2018-11-16,2018,11,16,21:12:00,21,AVENIDA,SAENZ AV.,SI,SAENZ AV. y VENTANA,4,-58.41650465,-34.65084045,PASAJEROS,PEATON,PEATON,MASCULINO,29,5,Viernes,NO,22-23.59
2018-0126,1,2018-11-18,2018,11,18,12:11:00,12,GRAL PAZ,"PAZ, GRAL. AV.",SI,"PAZ, GRAL. AV. y FALCON, RAMON L.,CNEL.",9,-58.52994219,-34.64055918,AUTO,CONDUCTOR,MOTO,MASCULINO,27,7,Domingo,SI,12-14.59
2018-0127,1,2018-11-19,2018,11,19,09:14:00,9,GRAL PAZ,"PAZ, GRAL. AV.",SI,"PAZ, GRAL. AV. y DE LOS CONSTITUYENTES AV.",12,-58.50993046,-34.56919739,MOTO,CONDUCTOR,MOTO,MASCULINO,29,1,Lunes,NO,9-11.59
2018-0128,2,2018-11-25,2018,11,25,04:30:00,4,GRAL PAZ,"PAZ, GRAL. AV.",NO,"PAZ, GRAL. AV. 11200",9,-58.52844623,-34.64592873,PASAJEROS,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,49,7,Domingo,SI,3-5.59
2018-0128,2,2018-11-25,2018,11,25,04:30:00,4,GRAL PAZ,"PAZ, GRAL. AV.",NO,"PAZ, GRAL. AV. 11200",9,-58.52844623,-34.64592873,PASAJEROS,PASAJERO_ACOMPAÑANTE,AUTO,FEMENINO,39,7,Domingo,SI,3-5.59
2018-0129,1,2018-11-28,2018,11,28,04:01:00,4,AVENIDA,"NEWBERY, JORGE AV.",SI,"NEWBERY, JORGE AV. y GUEVARA",15,-58.45021367,-34.58695347,PASAJEROS,CONDUCTOR,MOTO,MASCULINO,37,3,Miércoles,NO,3-5.59
2018-0130,1,2018-12-03,2018,12,3,03:00:00,3,AVENIDA,GAONA AV.,SI,GAONA AV. y SEGUROLA AV.,10,-58.49022072,-34.62770192,PASAJEROS,CONDUCTOR,MOTO,MASCULINO,30,1,Lunes,NO,3-5.59
2018-0131,1,2018-12-07,2018,12,7,19:10:00,19,AVENIDA,"MADERO, EDUARDO AV.",NO,"MADERO, EDUARDO AV. 550",1,-58.36860866,-34.60106568,CARGAS,CONDUCTOR,MOTO,MASCULINO,29,5,Viernes,NO,18-21.59
2018-0132,1,2018-12-12,2018,12,12,08:26:00,8,AUTOPISTA,AUTOPISTA ARTURO ILLIA,SI,"AUTOPISTA ARTURO ILLIA y CASTILLO, RAMON S., PRES. AV.",2,-58.39490504,-34.57241534,CARGAS,PEATON,PEATON,MASCULINO,70,3,Miércoles,NO,6-8.59
2018-0133,1,2018-12-12,2018,12,12,14:07:00,14,AVENIDA,NAZCA AV.,SI,NAZCA AV. y RIVADAVIA AV.,7,-58.46963952,-34.63070603,CARGAS,PEATON,PEATON,FEMENINO,60,3,Miércoles,NO,12-14.59
2018-0134,1,2018-12-12,2018,12,12,21:00:00,21,AVENIDA,LA PLATA AV.,SI,LA PLATA AV. y CASEROS AV.,7,-58.42349365,-34.64019887,MOTO,PEATON,PEATON,MASCULINO,56,3,Miércoles,NO,22-23.59
2018-0135,1,2018-12-18,2018,12,18,14:40:00,14,AVENIDA,BELGRANO AV.,SI,BELGRANO AV. y PERU,1,-58.37471802,-34.61265002,PASAJEROS,PEATON,PEATON,MASCULINO,80,2,Martes,NO,12-14.59
2018-0136,1,2018-12-18,2018,12,18,15:42:00,15,AVENIDA,RIVADAVIA AV.,NO,RIVADAVIA AV. 7013,7,-58.46438789,-34.62913916,PASAJEROS,PEATON,PEATON,FEMENINO,70,2,Martes,NO,15-17.59
2018-0137,1,2018-12-18,2018,12,18,20:15:00,20,CALLE,"ALSINA, ADOLFO",SI,"ALSINA, ADOLFO y SANTIAGO DEL ESTERO",1,-58.38481975,-34.61100424,PASAJEROS,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,29,2,Martes,NO,18-21.59
2018-0138,1,2018-12-21,2018,12,21,09:30:00,9,CALLE,BERMUDEZ,NO,BERMUDEZ 1893,10,-58.50751833,-34.62073702,PASAJEROS,PASAJERO_ACOMPAÑANTE,PASAJEROS,FEMENINO,79,5,Viernes,NO,9-11.59
2018-0139,1,2018-12-22,2018,12,22,06:30:00,6,CALLE,SANTANDER,NO,SANTANDER 1974,7,-58.44682986,-34.63888084,MOTO,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,28,6,Sábado,SI,6-8.59
2018-0140,1,2018-12-22,2018,12,22,08:05:00,8,CALLE,LANTERI JULIETA,NO,LANTERI JULIETA 1400,1,-58.36004650,-34.61381341,AUTO,CONDUCTOR,AUTO,MASCULINO,78,6,Sábado,SI,6-8.59
2018-0141,1,2018-12-22,2018,12,22,17:40:00,17,AVENIDA,MAZA,SI,MAZA e INDEPENDENCIA AV.,5,-58.41509546,-34.62085945,MOTO,PEATON,PEATON,MASCULINO,75,6,Sábado,SI,15-17.59
2018-0142,1,2018-12-25,2018,12,25,13:30:00,13,GRAL PAZ,"PAZ, GRAL. AV.",NO,"PAZ, GRAL. AV. 5172",12,-58.50997604,-34.57251072,PASAJEROS,PASAJERO_ACOMPAÑANTE,CARGAS,MASCULINO,32,2,Martes,NO,12-14.59
2018-0143,1,2018-12-29,2018,12,29,05:25:00,5,AVENIDA,OLIVERA AV.,SI,"OLIVERA AV. y ALBERDI, JUAN BAUTISTA AV.",10,-58.48606475,-34.64047818,AUTO,CONDUCTOR,MOTO,MASCULINO,22,6,Sábado,SI,3-5.59
2019-0001,1,2019-01-08,2019,1,8,08:30:00,8,AVENIDA,"CASTILLO, RAMON S., PRES. AV.",SI,"CASTILLO, RAMON S., PRES. AV. y CALLE 12 (NO OFICIAL)",2,-58.38526125,-34.57805810,CARGAS,CONDUCTOR,MOTO,MASCULINO,25,2,Martes,NO,6-8.59
2019-0002,1,2019-01-09,2019,1,9,04:00:00,4,AVENIDA,CASTA?ARES AV.,SI,"CASTAÃ‘ARES AV. y MORENO, PERITO AV.",7,-58.45463662,-34.65082149,CARGAS,CONDUCTOR,AUTO,MASCULINO,32,3,Miércoles,NO,3-5.59
2019-0003,1,2019-01-12,2019,1,12,08:00:00,8,AVENIDA,SAN MARTIN AV.,SI,SAN MARTIN AV. y TERRADA,15,-58.49121672,-34.59718073,AUTO,CONDUCTOR,MOTO,MASCULINO,23,6,Sábado,SI,6-8.59
2019-0004,1,2019-01-14,2019,1,14,19:58:00,19,AVENIDA,"PERON, EVA AV.",SI,"PERON, EVA AV. y MEDINA",9,-58.47325712,-34.65284605,PASAJEROS,CONDUCTOR,AUTO,MASCULINO,71,1,Lunes,NO,18-21.59
2019-0005,1,2019-01-19,2019,1,19,12:00:00,12,AVENIDA,"JUSTO, JUAN B. AV.",SI,"JUSTO, JUAN B. AV. y ALVAREZ JONTE AV.",10,-58.52108101,-34.63382309,CARGAS,CONDUCTOR,MOTO,MASCULINO,43,6,Sábado,SI,12-14.59
2019-0006,1,2019-01-23,2019,1,23,05:45:00,5,AVENIDA,"OBLIGADO RAFAEL, AV.COSTANERA",NO,"OBLIGADO RAFAEL, AV.COSTANERA 4650",14,-58.41652702,-34.55509606,AUTO,PEATON,PEATON,FEMENINO,12,3,Miércoles,NO,3-5.59
2019-0007,1,2019-01-26,2019,1,26,19:34:00,19,CALLE,"MITRE, BARTOLOME",SI,"MITRE, BARTOLOME y YATAY",5,-58.42891604,-34.61071660,AUTO,CONDUCTOR,MOTO,MASCULINO,35,6,Sábado,SI,18-21.59
2019-0008,1,2019-01-30,2019,1,30,22:45:00,22,GRAL PAZ,"PAZ, GRAL. AV.",NO,"PAZ, GRAL. AV. 16080",8,-58.47802293,-34.69156793,MULTIPLE,CONDUCTOR,MOTO,MASCULINO,42,3,Miércoles,NO,22-23.59
2019-0009,1,2019-01-31,2019,1,31,14:55:00,14,AVENIDA,CHACABUCO,SI,CHACABUCO y SAN JUAN AV.,1,-58.37564821,-34.62200207,AUTO,CONDUCTOR,MOTO,MASCULINO,34,4,Jueves,NO,12-14.59
2019-0010,2,2019-02-02,2019,2,2,07:50:00,7,AVENIDA,DEL LIBERTADOR AV.,NO,DEL LIBERTADOR AV. 4100,14,-58.42668489,-34.56961468,AUTO,PEATON,PEATON,MASCULINO,30,6,Sábado,SI,6-8.59
2019-0010,2,2019-02-02,2019,2,2,07:50:00,7,AVENIDA,DEL LIBERTADOR AV.,NO,DEL LIBERTADOR AV. 4100,14,-58.42668489,-34.56961468,AUTO,PEATON,PEATON,MASCULINO,59,6,Sábado,SI,6-8.59
2019-0011,1,2019-02-10,2019,2,10,01:00:00,1,GRAL PAZ,"PAZ, GRAL. AV.",SI,"PAZ, GRAL. AV. y ALBERDI, JUAN BAUTISTA AV.",9,-58.51839930,-34.66252488,AUTO,PEATON,PEATON,MASCULINO,30,7,Domingo,SI,0-2.59
2019-0012,1,2019-02-17,2019,2,17,03:16:00,3,AVENIDA,CASTA?ARES AV.,SI,"CASTAÃ‘ARES AV. y GORDILLO, TIMOTEO",8,-58.48432691,-34.67665828,AUTO,CONDUCTOR,MOTO,MASCULINO,31,7,Domingo,SI,3-5.59
2019-0013,1,2019-02-20,2019,2,20,07:30:00,7,CALLE,SALVIGNY,SI,SALVIGNY y MOM,7,-58.43383830,-34.64457699,AUTO,PEATON,PEATON,MASCULINO,39,3,Miércoles,NO,6-8.59
2019-0014,1,2019-02-20,2019,2,20,17:30:00,17,CALLE,"LAMARCA, EMILIO",NO,"LAMARCA, EMILIO 5402",11,-58.51664939,-34.58657938,OBJETO FIJO,CONDUCTOR,MOTO,MASCULINO,69,3,Miércoles,NO,15-17.59
2019-0015,1,2019-02-23,2019,2,23,06:57:00,6,AVENIDA,SAN MARTIN AV.,NO,SAN MARTIN AV. 5638,11,-58.49613012,-34.59703502,OBJETO FIJO,CONDUCTOR,AUTO,MASCULINO,21,6,Sábado,SI,6-8.59
2019-0016,1,2019-02-24,2019,2,24,02:00:00,2,CALLE,"CARRILLO, RAMON, DR.",SI,"CARRILLO, RAMON, DR. y FINOCHIETTO ENRIQUE DR.",4,-58.38313603,-34.63356284,PASAJEROS,CONDUCTOR,MOTO,MASCULINO,40,7,Domingo,SI,0-2.59
2019-0017,1,2019-03-03,2019,3,3,07:00:00,7,CALLE,MEXICO,SI,MEXICO y PICHINCHA,3,-58.39914719,-34.61632317,PASAJEROS,CONDUCTOR,AUTO,MASCULINO,22,7,Domingo,SI,6-8.59
2019-0018,1,2019-03-03,2019,3,3,23:30:00,23,AUTOPISTA,"CANTILO, INT.",SI,"CANTILO, INT. y UDAONDO, GUILLERMO AV.",13,-58.44927253,-34.54048625,AUTO,PEATON,PEATON,FEMENINO,29,7,Domingo,SI,22-23.59
2019-0019,1,2019-03-06,2019,3,6,12:00:00,12,AVENIDA,DEL LIBERTADOR AV.,NO,DEL LIBERTADOR AV. 6326,13,-58.45049163,-34.55374003,AUTO,CONDUCTOR,MOTO,MASCULINO,30,3,Miércoles,NO,12-14.59
2019-0020,1,2019-03-07,2019,3,7,21:01:00,21,AVENIDA,CHICLANA AV.,NO,CHICLANA AV. 3444,5,-58.41288952,-34.63572989,AUTO,CONDUCTOR,MOTO,MASCULINO,43,4,Jueves,NO,22-23.59
2019-0021,1,2019-03-15,2019,3,15,22:50:00,22,AVENIDA,BOYACA AV.,SI,BOYACA AV. y YERBAL,7,-58.45743597,-34.62561234,AUTO,CONDUCTOR,MOTO,MASCULINO,23,5,Viernes,NO,22-23.59
2019-0022,1,2019-03-15,2019,3,15,00:00:00,0,AVENIDA,ENTRE RIOS AV.,NO,ENTRE RIOS AV. 1260,1,-58.39123782,-34.62352245,AUTO,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,30,5,Viernes,NO,0-2.59
2019-0023,1,2019-03-16,2019,3,16,08:28:00,8,GRAL PAZ,"PAZ, GRAL. AV.",SI,"PAZ, GRAL. AV. y JACQUES, AMADEO",9,-58.52922765,-34.63637963,OBJETO FIJO,CONDUCTOR,AUTO,MASCULINO,34,6,Sábado,SI,6-8.59
2019-0024,1,2019-03-19,2019,3,19,07:12:00,7,AVENIDA,ANTARTIDA ARGENTINA AV.,NO,ANTARTIDA ARGENTINA AV. 1325,1,-58.37208118,-34.58541957,CARGAS,CONDUCTOR,MOTO,MASCULINO,32,2,Martes,NO,6-8.59
2019-0025,1,2019-03-22,2019,3,22,13:10:00,13,CALLE,"MITRE, BARTOLOME",SI,"MITRE, BARTOLOME y SANCHEZ DE BUSTAMANTE",5,-58.41458534,-34.60937557,AUTO,PEATON,PEATON,MASCULINO,27,5,Viernes,NO,12-14.59
2019-0026,1,2019-03-28,2019,3,28,07:32:00,7,AVENIDA,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",SI,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. y PAZ, GRAL. AV.",8,-58.47976785,-34.69153196,PASAJEROS,PEATON,PEATON,MASCULINO,30,4,Jueves,NO,6-8.59
2019-0027,1,2019-03-28,2019,3,28,11:11:00,11,AVENIDA,SANTA FE AV.,SI,SANTA FE AV. y AZCUENAGA,2,-58.39990285,-34.59511714,MULTIPLE,CICLISTA,BICICLETA,MASCULINO,37,4,Jueves,NO,9-11.59
2019-0028,1,2019-04-06,2019,4,6,09:15:00,9,AVENIDA,"JUSTO, JUAN B. AV.",SI,"JUSTO, JUAN B. AV. y OROÃ‘O, NICASIO",11,-58.46051346,-34.60588536,PASAJEROS,PEATON,PEATON,FEMENINO,30,6,Sábado,SI,9-11.59
2019-0029,1,2019-04-07,2019,4,7,10:15:00,10,AVENIDA,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",SI,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. y PAZ, GRAL. AV.",8,-58.47976785,-34.69153196,OBJETO FIJO,CONDUCTOR,MOTO,MASCULINO,27,7,Domingo,SI,9-11.59
2019-0030,1,2019-04-09,2019,4,9,16:00:00,16,CALLE,"ALVAREZ, DONATO, TTE. GRAL.",SI,"ALVAREZ, DONATO, TTE. GRAL. y YERBAL",7,-58.45457546,-34.62447891,CARGAS,CONDUCTOR,MOTO,MASCULINO,25,2,Martes,NO,15-17.59
2019-0031,1,2019-04-12,2019,4,12,19:55:00,19,AVENIDA,CORDOBA AV.,SI,"CORDOBA AV. y MADERO, EDUARDO AV.",1,-58.36951669,-34.59832047,CARGAS,CICLISTA,BICICLETA,MASCULINO,20,5,Viernes,NO,18-21.59
2019-0032,1,2019-04-16,2019,4,16,11:00:00,11,AVENIDA,CAMARONES,SI,"CAMARONES y ALVAREZ, DONATO, TTE. GRAL. AV.",11,-58.46415322,-34.60443790,AUTO,PEATON,PEATON,FEMENINO,83,2,Martes,NO,9-11.59
2019-0033,1,2019-04-18,2019,4,18,01:00:00,1,AUTOPISTA,AUTOPISTA 25 DE MAYO,SI,"AUTOPISTA 25 DE MAYO y HUERGO, ING. AV.",1,-58.36607137,-34.62150748,AUTO,CONDUCTOR,MOTO,MASCULINO,25,4,Jueves,NO,0-2.59
2019-0034,1,2019-04-21,2019,4,21,09:08:00,9,AVENIDA,"MORENO, PERITO AV.",NO,"MORENO, PERITO AV. 3050",7,-58.45537373,-34.65093074,OBJETO FIJO,CONDUCTOR,MOTO,MASCULINO,30,7,Domingo,SI,9-11.59
2019-0035,1,2019-04-23,2019,4,23,14:10:00,14,CALLE,SUIPACHA,NO,SUIPACHA 665,1,-58.37942637,-34.60053054,BICICLETA,PEATON,PEATON,FEMENINO,75,2,Martes,NO,12-14.59
2019-0036,1,2019-04-26,2019,4,26,22:46:00,22,CALLE,RIGLOS,SI,RIGLOS y FORMOSA,6,-58.43680440,-34.62147504,AUTO,CONDUCTOR,MOTO,MASCULINO,34,5,Viernes,NO,22-23.59
2019-0037,1,2019-05-01,2019,5,1,23:10:00,23,AVENIDA,LA RIOJA,SI,LA RIOJA e INDEPENDENCIA AV.,3,-58.40778291,-34.61971907,AUTO,CONDUCTOR,MOTO,MASCULINO,17,3,Miércoles,NO,22-23.59
2019-0038,1,2019-05-04,2019,5,4,14:10:00,14,AVENIDA,"UDAONDO, GUILLERMO AV.",SI,"UDAONDO, GUILLERMO AV. y FIGUEROA ALCORTA, PRES. AV.",13,-58.45212523,-34.54628513,MOTO,PEATON,PEATON,FEMENINO,42,6,Sábado,SI,12-14.59
2019-0039,1,2019-05-09,2019,5,9,03:05:00,3,AVENIDA,SAN PEDRITO AV.,SI,SAN PEDRITO AV. y DIRECTORIO AV.,7,-58.46749188,-34.63551751,AUTO,CONDUCTOR,MOTO,MASCULINO,28,4,Jueves,NO,3-5.59
2019-0040,1,2019-05-09,2019,5,9,12:45:00,12,CALLE,PUAN,SI,PUAN y SANTANDER,7,-58.44263580,-34.63679732,AUTO,CONDUCTOR,MOTO,MASCULINO,44,4,Jueves,NO,12-14.59
2019-0041,1,2019-05-11,2019,5,11,20:30:00,20,AVENIDA,"ALBERDI, JUAN BAUTISTA AV.",SI,"ALBERDI, JUAN BAUTISTA AV. y ANDALGALA",9,-58.51140289,-34.65846419,MULTIPLE,PASAJERO_ACOMPAÑANTE,AUTO,FEMENINO,78,6,Sábado,SI,18-21.59
2019-0042,1,2019-05-14,2019,5,14,15:00:00,15,CALLE,LIMA,SI,LIMA y CONSTITUCION,1,-58.38211431,-34.62465368,PASAJEROS,PEATON,PEATON,MASCULINO,39,2,Martes,NO,15-17.59
2019-0043,1,2019-05-21,2019,5,21,09:00:00,9,AVENIDA,CORDOBA AV.,SI,"CORDOBA AV. y MADERO, EDUARDO AV.",1,-58.36951669,-34.59832047,CARGAS,CICLISTA,BICICLETA,FEMENINO,30,2,Martes,NO,9-11.59
2019-0044,1,2019-05-27,2019,5,27,12:45:00,12,AVENIDA,BOEDO AV.,NO,BOEDO AV. 650,5,-58.41635217,-34.62036547,MOTO,PEATON,PEATON,FEMENINO,77,1,Lunes,NO,12-14.59
2019-0045,1,2019-06-03,2019,6,3,07:27:00,7,AVENIDA,DEL LIBERTADOR AV.,SI,DEL LIBERTADOR AV. y REPUBLICA DE LA INDIA,14,-58.41316147,-34.57579669,CARGAS,CONDUCTOR,MOTO,MASCULINO,33,1,Lunes,NO,6-8.59
2019-0046,1,2019-06-04,2019,6,4,09:00:00,9,GRAL PAZ,"PAZ, GRAL. AV.",SI,"PAZ, GRAL. AV. y CABILDO AV.",13,-58.47617802,-34.53825652,AUTO,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,26,2,Martes,NO,9-11.59
2019-0047,1,2019-06-06,2019,6,6,10:00:00,10,AVENIDA,CASEROS AV.,NO,CASEROS AV. 1700,4,-58.38641783,-34.63330028,CARGAS,PEATON,PEATON,MASCULINO,76,4,Jueves,NO,9-11.59
2019-0048,1,2019-06-07,2019,6,7,07:00:00,7,AVENIDA,AVELLANEDA AV.,NO,AVELLANEDA AV. 1548,6,-58.45322169,-34.62038137,CARGAS,CONDUCTOR,MOTO,MASCULINO,32,5,Viernes,NO,6-8.59
2019-0049,1,2019-06-08,2019,6,8,09:20:00,9,CALLE,CIUDAD DE LA PAZ,SI,CIUDAD DE LA PAZ y MENDOZA,13,-58.45849057,-34.56166498,CARGAS,PEATON,PEATON,FEMENINO,72,6,Sábado,SI,9-11.59
2019-0050,1,2019-06-08,2019,6,8,23:35:00,23,AVENIDA,"SALGUERO, JERONIMO",SI,"SALGUERO, JERONIMO y HONDURAS AV.",14,-58.41829559,-34.59411677,CARGAS,CONDUCTOR,MOTO,MASCULINO,21,6,Sábado,SI,22-23.59
2019-0051,1,2019-06-11,2019,6,11,10:00:00,10,CALLE,"FILIBERTO, JUAN DE DIOS",SI,"FILIBERTO, JUAN DE DIOS y OLAVARRIA",4,-58.36376488,-34.63832093,AUTO,CONDUCTOR,MOTO,MASCULINO,41,2,Martes,NO,9-11.59
2019-0053,1,2019-06-14,2019,6,14,17:20:00,17,AVENIDA,ASTURIAS AV.,SI,ASTURIAS AV. y CASTAÃ‘ARES AV.,8,-58.46442668,-34.66004784,AUTO,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,49,5,Viernes,NO,15-17.59
2019-0054,1,2019-06-20,2019,6,20,03:00:00,3,CALLE,GANDARA,NO,GANDARA 2976,15,-58.48222035,-34.58428769,OBJETO FIJO,CONDUCTOR,MOTO,MASCULINO,21,4,Jueves,NO,3-5.59
2019-0055,1,2019-06-20,2019,6,20,19:45:00,19,AVENIDA,"GUEVARA, TRINIDAD",SI,"GUEVARA, TRINIDAD y MADERO, EDUARDO AV.",1,-58.36819005,-34.60283208,PASAJEROS,CONDUCTOR,MOTO,MASCULINO,47,4,Jueves,NO,18-21.59
2019-0056,1,2019-06-29,2019,6,29,17:16:00,17,AVENIDA,BOYACA AV.,NO,BOYACA AV. 305,7,-58.45877601,-34.62330939,AUTO,PEATON,PEATON,FEMENINO,75,6,Sábado,SI,15-17.59
2019-0057,1,2019-07-05,2019,7,5,19:00:00,19,CALLE,ARTILLEROS,SI,ARTILLEROS y LA PAMPA,13,-58.44196498,-34.55760517,AUTO,PEATON,PEATON,FEMENINO,63,5,Viernes,NO,18-21.59
